ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8163437	1.81e-05	4.14e-06	-4.758294	3.2112252	-0.5026787	SLC46A2	solute carrier family 46 member 2
7978331	1.81e-05	4.14e-06	-4.758243	3.2110115	-0.6426857	CBLN3	cerebellin 3 precursor
8085914	1.82e-05	4.15e-06	4.757335	3.207186	0.8508606	SLC4A7	solute carrier family 4 member 7
8086615	1.82e-05	4.15e-06	4.757322	3.2071327	0.6055108	LRRC2	leucine rich repeat containing 2
8155665	1.82e-05	4.16e-06	-4.756976	3.2056776	-0.4952801	PGM5	phosphoglucomutase 5
8082827	1.82e-05	4.16e-06	-4.756856	3.2051709	-0.6222199	CEP63	centrosomal protein 63
8033151	1.82e-05	4.16e-06	-4.756817	3.2050085	-0.4739715	ACER1	alkaline ceramidase 1
7894546	1.83e-05	4.18e-06	4.755924	3.2012487	0.6119899		
7896526	1.84e-05	4.19e-06	-4.755289	3.198574	-0.7805809		
8003180	1.84e-05	4.19e-06	-4.755219	3.1982831	-0.4510451	ZDHHC7	zinc finger DHHC-type containing 7
8153101	1.84e-05	4.21e-06	-4.75415	3.1937838	-0.2746471	COL22A1	collagen type XXII alpha 1 chain
7940153	1.85e-05	4.23e-06	4.753246	3.1899786	0.4245781	FAM111A	family with sequence similarity 111 member A
8016947	1.85e-05	4.23e-06	4.753143	3.1895484	0.5233285	TSPOAP1	TSPO associated protein 1
7894752	1.85e-05	4.23e-06	-4.753101	3.1893701	-0.889875		
8015037	1.86e-05	4.24e-06	4.752657	3.1875029	0.6443394		
8145586	1.86e-05	4.24e-06	4.752374	3.1863105	0.755456	ELP3	elongator acetyltransferase complex subunit 3
8085026	1.86e-05	4.25e-06	4.752194	3.1855554	0.5812815	RPL35A	ribosomal protein L35a
8071541	1.87e-05	4.28e-06	-4.750291	3.1775526	-0.3790322	TMEM191B///TMEM191C///TMEM191A	transmembrane protein 191B///transmembrane protein 191C///transmembrane protein 191A (pseudogene)
7893771	1.88e-05	4.29e-06	-4.749985	3.1762656	-0.9789112		
8112302	1.88e-05	4.29e-06	4.749944	3.1760927	0.7405183	SMIM15	small integral membrane protein 15
8055096	1.88e-05	4.29e-06	4.749896	3.1758918	0.3757611	AMMECR1L	AMMECR1 like
8159957	1.88e-05	4.29e-06	-4.749821	3.1755744	-0.4676923		
8049961	1.89e-05	4.32e-06	-4.748553	3.1702448	-0.7181919	LOC728323///FBXO25	uncharacterized LOC728323///F-box protein 25
7894575	1.89e-05	4.32e-06	-4.748125	3.1684478	-0.6939354		
7958784	1.90e-05	4.34e-06	-4.747122	3.1642291	-1.2090623	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
8076441	1.90e-05	4.35e-06	-4.746923	3.1633949	-0.9293734	NFAM1	NFAT activating protein with ITAM motif 1
8083166	1.90e-05	4.35e-06	-4.74683	3.1630019	-0.7950543	TRPC1	transient receptor potential cation channel subfamily C member 1
8064879	1.90e-05	4.35e-06	4.746599	3.1620314	0.5417044	TRMT6	tRNA methyltransferase 6
8004532	1.90e-05	4.35e-06	4.746597	3.1620254	0.3080203		
8091530	1.90e-05	4.36e-06	-4.746181	3.1602766	-0.4170254	P2RY12	purinergic receptor P2Y12
8111627	1.91e-05	4.36e-06	4.746086	3.1598783	0.5768435		
7925611	1.91e-05	4.36e-06	4.745992	3.1594832	0.5205693	TFB2M	transcription factor B2, mitochondrial
8176245	1.91e-05	4.37e-06	-4.745613	3.1578912	-0.8189852	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1
8100507	1.92e-05	4.40e-06	-4.744258	3.1521987	-0.6180667	HOPX	HOP homeobox
7895954	1.92e-05	4.40e-06	4.744019	3.1511948	0.6388771		
8092251	1.94e-05	4.43e-06	4.742338	3.1441328	1.1771155	GNB4	G protein subunit beta 4
8179238	1.94e-05	4.44e-06	-4.741975	3.1426096	-0.4595687	MICA	MHC class I polypeptide-related sequence A
8030881	1.94e-05	4.45e-06	4.741447	3.1403904	0.2764251	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
8026982	1.94e-05	4.46e-06	4.741217	3.1394284	0.4484507	MPV17L2	MPV17 mitochondrial inner membrane protein like 2
8180374	1.95e-05	4.47e-06	-4.740667	3.1371164	-0.7383114	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
8070757	1.96e-05	4.48e-06	-4.739809	3.133516	-0.3596804	TSPEAR	thrombospondin type laminin G domain and EAR repeats
7998835	1.97e-05	4.51e-06	-4.738302	3.1271898	-0.4489334	ERVK13-1	endogenous retrovirus group K13 member 1
7954602	1.97e-05	4.53e-06	4.737626	3.1243542	0.4062813		
8111506	1.98e-05	4.54e-06	4.736767	3.1207499	0.6024989	CAPSL	calcyphosine like
8180301	1.99e-05	4.57e-06	4.735559	3.1156813	0.7408185	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
8166919	1.99e-05	4.57e-06	-4.73521	3.1142192	-0.45646	GPR82	G protein-coupled receptor 82
8081959	2.00e-05	4.58e-06	4.734935	3.1130662	0.9207888	STXBP5L	syntaxin binding protein 5 like
8044440	2.00e-05	4.58e-06	-4.734709	3.1121173	-0.5046568	FBLN7	fibulin 7
7999382	2.00e-05	4.59e-06	-4.734414	3.1108783	-0.4461798		
7892564	2.01e-05	4.61e-06	-4.733656	3.1077017	-0.6190078		
7966068	2.01e-05	4.61e-06	-4.73332	3.1062896	-0.5640397		
7893673	2.01e-05	4.62e-06	-4.732994	3.1049242	-1.07031		
8054790	2.01e-05	4.62e-06	-4.732851	3.1043232	-0.4391072		
8127743	2.02e-05	4.64e-06	4.732124	3.1012761	0.8444212	HMGN3	high mobility group nucleosomal binding domain 3
8068397	2.02e-05	4.65e-06	4.731643	3.0992592	0.6287235		
8165021	2.02e-05	4.65e-06	-4.731422	3.0983323	-0.3437227		
7938049	2.03e-05	4.65e-06	-4.731234	3.0975474	-0.6696249	OR56B1	olfactory receptor family 56 subfamily B member 1
8094759	2.03e-05	4.67e-06	-4.730719	3.0953865	-0.9532735	NSUN7	NOP2/Sun RNA methyltransferase family member 7
7938059	2.03e-05	4.67e-06	-4.73067	3.0951838	-0.3826119	OR52N2	olfactory receptor family 52 subfamily N member 2
7960158	2.04e-05	4.69e-06	4.729631	3.0908263	0.7913708	ZNF10	zinc finger protein 10
7934228	2.04e-05	4.69e-06	4.729444	3.0900435	0.4702205	ASCC1	activating signal cointegrator 1 complex subunit 1
7894377	2.05e-05	4.72e-06	-4.72815	3.0846203	-0.7461498		
7892700	2.06e-05	4.73e-06	-4.727316	3.0811278	-0.5565372		
7948221	2.06e-05	4.74e-06	4.727033	3.079941	0.919996	PRG2	proteoglycan 2, pro eosinophil major basic protein
8179727	2.06e-05	4.74e-06	-4.726906	3.0794105	-0.3837919	PSORS1C3	psoriasis susceptibility 1 candidate 3 (non-protein coding)
7986563	2.07e-05	4.76e-06	-4.725871	3.0750768	-0.4782673		
8128977	2.08e-05	4.78e-06	4.724996	3.0714094	0.6496388	TUBE1	tubulin epsilon 1
7993310	2.08e-05	4.78e-06	4.724957	3.0712461	0.7565967	MKL2	MKL1/myocardin like 2
8066247	2.08e-05	4.79e-06	4.724853	3.0708119	0.5641016	SNHG17	small nucleolar RNA host gene 17
8080184	2.08e-05	4.79e-06	4.724579	3.0696636	0.6256554	ALAS1///ALAS1	5'-aminolevulinate synthase 1///5'-aminolevulinate synthase 1
7904999	2.09e-05	4.80e-06	-4.724011	3.0672846	-0.662702	NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
7946610	2.09e-05	4.80e-06	4.724	3.0672385	0.2515164	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
8139482	2.09e-05	4.81e-06	-4.723799	3.0663975	-0.6890527	SNORA5A	small nucleolar RNA, H/ACA box 5A
8131975	2.09e-05	4.82e-06	-4.72318	3.0638078	-0.490883	TAX1BP1	Tax1 binding protein 1
7937314	2.09e-05	4.82e-06	-4.723033	3.0631936	-0.9304722	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase
8006812	2.10e-05	4.85e-06	4.721894	3.0584227	0.5992835	PSMB3	proteasome subunit beta 3
7894746	2.10e-05	4.85e-06	-4.721843	3.0582113	-0.6830041		
7988082	2.11e-05	4.85e-06	4.72171	3.0576548	0.5024678	ZSCAN29	zinc finger and SCAN domain containing 29
8028219	2.11e-05	4.86e-06	4.721277	3.0558425	0.8184034	ZNF420	zinc finger protein 420
8018209	2.12e-05	4.88e-06	4.720176	3.0512341	0.5627808	NAT9	N-acetyltransferase 9 (putative)
8059475	2.12e-05	4.88e-06	-4.720145	3.0511044	-0.4799611		
7999317	2.12e-05	4.89e-06	4.719792	3.049629	0.8766821	TMEM186	transmembrane protein 186
8093829	2.12e-05	4.89e-06	-4.71977	3.0495344	-0.4102066	ZBTB49	zinc finger and BTB domain containing 49
7936968	2.13e-05	4.90e-06	-4.719307	3.0476	-0.4220944	ADAM12	ADAM metallopeptidase domain 12
7927505	2.13e-05	4.91e-06	-4.719188	3.0471025	-0.2700131	C10orf53	chromosome 10 open reading frame 53
8015969	2.13e-05	4.92e-06	4.718667	3.0449219	0.4478467	UBTF	upstream binding transcription factor, RNA polymerase I
7932326	2.13e-05	4.92e-06	-4.71834	3.0435529	-0.7899253	CUBN	cubilin
7950626	2.13e-05	4.92e-06	-4.718289	3.0433405	-0.4130943	RPS20P27	ribosomal protein S20 pseudogene 27
8009631	2.14e-05	4.93e-06	-4.71809	3.0425064	-0.2919593	GPR142	G protein-coupled receptor 142
7892829	2.14e-05	4.94e-06	-4.717482	3.0399663	-0.4261431		
7974207	2.14e-05	4.95e-06	4.717139	3.0385321	0.6506289	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
7895169	2.15e-05	4.97e-06	-4.716077	3.0340889	-0.4202827		
7942820	2.15e-05	4.97e-06	-4.715988	3.0337161	-0.5558616		
8135114	2.15e-05	4.98e-06	4.715901	3.0333518	0.4398325	CUX1	cut like homeobox 1
8075217	2.16e-05	4.99e-06	4.715069	3.0298732	0.5920782	AP1B1	adaptor related protein complex 1 beta 1 subunit
7895995	2.17e-05	5.02e-06	4.714072	3.0257074	1.0108198		
8023871	2.17e-05	5.02e-06	4.713986	3.0253474	0.3735663	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
8124262	2.18e-05	5.04e-06	-4.713156	3.0218778	-0.5859546	TDP2	tyrosyl-DNA phosphodiesterase 2
8173823	2.18e-05	5.04e-06	-4.712965	3.0210783	-0.2126794		
7893778	2.18e-05	5.04e-06	4.712753	3.0201936	0.5374637		
8139820	2.19e-05	5.05e-06	4.712307	3.018328	0.8124982	ZNF680	zinc finger protein 680
8100746	2.19e-05	5.06e-06	-4.71206	3.017297	-0.6007954	UGT2B17///UGT2B15	UDP glucuronosyltransferase family 2 member B17///UDP glucuronosyltransferase family 2 member B15
8025601	2.19e-05	5.07e-06	-4.711663	3.0156386	-1.1106454	ICAM1	intercellular adhesion molecule 1
8112894	2.19e-05	5.07e-06	-4.711534	3.0151014	-0.7608035		
8076339	2.19e-05	5.08e-06	4.711329	3.0142421	0.548528	PHF5A	PHD finger protein 5A
7919923	2.20e-05	5.08e-06	4.710979	3.0127827	0.4551997	LYSMD1	LysM domain containing 1
8070867	2.20e-05	5.09e-06	-4.710462	3.0106198	-0.332417		
8042925	2.20e-05	5.10e-06	-4.710394	3.0103379	-0.5011592	SEMA4F	ssemaphorin 4F
7967622	2.21e-05	5.12e-06	4.709454	3.0064103	0.2986829		
8026090	2.21e-05	5.12e-06	4.7094	3.0061866	0.463068	GCDH	glutaryl-CoA dehydrogenase
7894217	2.22e-05	5.13e-06	4.708777	3.0035834	0.6796402		
7939587	2.22e-05	5.14e-06	-4.708375	3.0019023	-0.3269715	DKFZp779M0652	uncharacterized DKFZp779M0652
8049509	2.22e-05	5.15e-06	-4.708023	3.0004321	-0.4000637	PRLH	prolactin releasing hormone
7949340	2.23e-05	5.16e-06	-4.707717	2.9991568	-0.393291	BATF2	basic leucine zipper ATF-like transcription factor 2
7893603	2.23e-05	5.16e-06	4.70759	2.9986261	0.6852886		
7896229	2.23e-05	5.18e-06	4.706836	2.9954786	0.5989836		
8038792	2.24e-05	5.18e-06	4.70668	2.9948245	0.4770155	ETFB	electron transfer flavoprotein beta subunit
7895361	2.24e-05	5.18e-06	4.70647	2.9939515	0.8805129		
8159977	2.24e-05	5.18e-06	-4.70643	2.9937827	-0.352877	RLN2	relaxin 2
8037389	2.24e-05	5.19e-06	4.706409	2.993695	0.4410475	SMG9	SMG9, nonsense mediated mRNA decay factor
7916808	2.24e-05	5.19e-06	4.705996	2.9919693	0.7850739	SLC35D1	solute carrier family 35 member D1
7983890	2.24e-05	5.20e-06	-4.705574	2.9902104	-0.563136	MYZAP///GCOM1	myocardial zonula adherens protein///GRINL1A complex locus 1
8179525	2.24e-05	5.20e-06	4.705544	2.9900847	0.721122	SLC39A7	solute carrier family 39 member 7
8171205	2.25e-05	5.21e-06	4.705109	2.988269	1.3846972	NLGN4X	neuroligin 4, X-linked
7894091	2.25e-05	5.22e-06	4.704814	2.9870349	0.8749463		
8176098	2.25e-05	5.22e-06	4.704791	2.9869401	0.4653268	UBL4A	ubiquitin like 4A
7893955	2.25e-05	5.22e-06	4.704692	2.9865279	0.6886812		
7895774	2.25e-05	5.22e-06	-4.704662	2.986402	-0.6639892		
7926805	2.25e-05	5.23e-06	-4.704609	2.9861815	-0.9079928		
8160040	2.26e-05	5.24e-06	4.703921	2.9833091	1.2830561	PTPRD	protein tyrosine phosphatase, receptor type D
7904082	2.26e-05	5.25e-06	4.703722	2.9824777	0.3859168		
7894238	2.26e-05	5.25e-06	4.7035	2.9815537	1.0673556		
8112176	2.27e-05	5.26e-06	-4.702906	2.9790746	-0.4888923	RNU6ATAC	RNA, U6atac small nuclear (U12-dependent splicing)
8053584	2.27e-05	5.27e-06	-4.70252	2.977463	-1.308724	CD8A	CD8a molecule
8143885	2.27e-05	5.28e-06	-4.702361	2.9768002	-0.3264159	GBX1	gastrulation brain homeobox 1
8066619	2.28e-05	5.28e-06	4.702028	2.9754127	0.9974586	PLTP	phospholipid transfer protein
8007108	2.28e-05	5.29e-06	4.701957	2.9751155	0.7357592	TMEM99	transmembrane protein 99
7921431	2.28e-05	5.30e-06	-4.701219	2.9720355	-0.5436664		
8036954	2.28e-05	5.31e-06	-4.700972	2.9710067	-0.2375149		
7931405	2.28e-05	5.31e-06	-4.700942	2.9708804	-0.431481	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
7950420	2.29e-05	5.31e-06	-4.700797	2.9702757	-0.3746956	LIPT2	lipoyl(octanoyl) transferase 2 (putative)
8110417	2.29e-05	5.32e-06	-4.70066	2.969705	-0.6473044	FAM153C///FAM153A///FAM153B	family with sequence similarity 153, member C///family with sequence similarity 153 member A///family with sequence similarity 153 member B
8180304	2.29e-05	5.32e-06	-4.700546	2.9692312	-0.51376		
7964701	2.29e-05	5.33e-06	-4.700257	2.968023	-0.754938	GNS	glucosamine (N-acetyl)-6-sulfatase
7904050	2.29e-05	5.34e-06	4.69983	2.9662448	0.5307259	MOV10	Mov10 RISC complex RNA helicase
7954717	2.30e-05	5.36e-06	4.698779	2.9618606	0.5536421	BICD1	BICD cargo adaptor 1
8013341	2.31e-05	5.36e-06	4.698619	2.9611939	0.996014	MFAP4	microfibrillar associated protein 4
7895283	2.31e-05	5.36e-06	4.698564	2.9609651	1.3555613		
7930454	2.31e-05	5.37e-06	-4.698513	2.9607523	-0.6813535	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
8036744	2.31e-05	5.37e-06	4.698245	2.9596354	0.4865167	EID2B	EP300 interacting inhibitor of differentiation 2B
8140443	2.32e-05	5.40e-06	4.697142	2.9550371	0.5846773	FDPSP2///FDPS	farnesyl diphosphate synthase pseudogene 2///farnesyl diphosphate synthase
8001547	2.32e-05	5.40e-06	-4.697101	2.9548641	-0.4427786	PLLP	plasmolipin
8082163	2.33e-05	5.42e-06	-4.696204	2.9511238	-0.3384186		
8159318	2.33e-05	5.42e-06	4.696135	2.9508397	0.5527604	GPSM1	G-protein signaling modulator 1
8158627	2.33e-05	5.43e-06	4.69597	2.9501489	0.6096106	NCS1	neuronal calcium sensor 1
7918367	2.34e-05	5.44e-06	-4.695316	2.9474242	-0.453677	GNAT2	G protein subunit alpha transducin 2
7894660	2.34e-05	5.45e-06	-4.695097	2.9465114	-0.7059652		
8142136	2.34e-05	5.45e-06	-4.694833	2.9454104	-0.441382	CCDC71L	coiled-coil domain containing 71-like
7896299	2.34e-05	5.46e-06	4.694459	2.9438545	0.8088129		
7893292	2.35e-05	5.48e-06	-4.693815	2.9411696	-0.5992928		
8042917	2.35e-05	5.48e-06	-4.693587	2.9402214	-0.5305367	DOK1	docking protein 1
8144213	2.35e-05	5.48e-06	4.693511	2.9399044	1.1104959	VIPR2	vasoactive intestinal peptide receptor 2
7994353	2.35e-05	5.49e-06	-4.693341	2.939197	-0.8804035	APOBR	apolipoprotein B receptor
7895257	2.36e-05	5.49e-06	4.693145	2.9383791	0.6412997		
8076455	2.36e-05	5.50e-06	4.692963	2.937623	0.6734261	RRP7A	ribosomal RNA processing 7 homolog A
8005829	2.36e-05	5.50e-06	4.692907	2.9373882	0.724384		
8140280	2.36e-05	5.51e-06	4.692263	2.9347071	0.4457819	PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1
7928909	2.37e-05	5.53e-06	4.691736	2.932511	0.5539148	FAM35A	family with sequence similarity 35 member A
8032804	2.37e-05	5.53e-06	-4.691425	2.9312172	-0.4104613	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
8036710	2.37e-05	5.53e-06	-4.691378	2.9310176	-0.5829625	GMFG	glia maturation factor gamma
8111443	2.38e-05	5.55e-06	4.690604	2.927798	0.5257909	C1QTNF3-AMACR///C1QTNF3	C1QTNF3-AMACR readthrough (NMD candidate)///C1q and tumor necrosis factor related protein 3
7892521	2.38e-05	5.56e-06	-4.690402	2.9269561	-0.5053405		
8006788	2.38e-05	5.56e-06	-4.690195	2.9260947	-0.5013928	MLLT6	MLLT6, PHD finger domain containing
7998629	2.38e-05	5.57e-06	-4.69007	2.9255712	-0.343126		
8167971	2.39e-05	5.57e-06	-4.689774	2.9243411	-1.6534617	MIR223	microRNA 223
8180370	2.39e-05	5.58e-06	4.689415	2.9228455	0.5171906	FAM207A	family with sequence similarity 207 member A
8043902	2.40e-05	5.60e-06	4.688762	2.9201273	0.5791514	PDCL3	phosducin like 3
7894734	2.40e-05	5.60e-06	-4.688524	2.9191348	-0.6762744		
8027213	2.40e-05	5.60e-06	4.688458	2.9188618	0.3233058	YJEFN3	YjeF N-terminal domain containing 3
8170027	2.40e-05	5.61e-06	-4.68814	2.9175389	-0.651955	INTS6L	integrator complex subunit 6 like
8173232	2.40e-05	5.61e-06	4.688138	2.9175311	0.4940004	AMER1	APC membrane recruitment protein 1
7980189	2.40e-05	5.62e-06	-4.687997	2.9169423	-0.5289891	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1
8034320	2.40e-05	5.62e-06	4.687923	2.9166367	0.4701542	ZNF433	zinc finger protein 433
8171802	2.41e-05	5.62e-06	-4.687665	2.915562	-0.8066255	ACOT9	acyl-CoA thioesterase 9
8010030	2.42e-05	5.65e-06	-4.686463	2.9105576	-0.3163323	GALR2	galanin receptor 2
7993624	2.42e-05	5.66e-06	-4.686082	2.908975	-0.5219815	SYT17	synaptotagmin 17
8013307	2.43e-05	5.67e-06	-4.685603	2.9069804	-0.7383896	FOXO3B///FOXO3	forkhead box O3B pseudogene///forkhead box O3
8087685	2.43e-05	5.68e-06	-4.685233	2.9054412	-0.4165161	TMEM115	transmembrane protein 115
8023864	2.43e-05	5.68e-06	4.685233	2.9054406	1.0023718	FAM69C	family with sequence similarity 69 member C
7896293	2.44e-05	5.72e-06	4.683893	2.8998659	0.7532564		
8129214	2.46e-05	5.75e-06	-4.682689	2.8948583	-0.4708257	MCM9	minichromosome maintenance 9 homologous recombination repair factor
8057677	2.46e-05	5.77e-06	-4.681829	2.891282	-1.8961617	SLC40A1	solute carrier family 40 member 1
7892800	2.47e-05	5.78e-06	-4.681145	2.8884408	-0.6692016		
7944718	2.47e-05	5.79e-06	-4.68102	2.8879199	-0.3299077		
8173041	2.48e-05	5.80e-06	4.680698	2.8865791	0.699959	FAM120C	family with sequence similarity 120C
7939620	2.48e-05	5.80e-06	-4.68065	2.8863812	-0.6235118	LARGE2	LARGE xylosyl- and glucuronyltransferase 2
7905099	2.48e-05	5.80e-06	4.680612	2.8862251	0.7413349	VPS45	vacuolar protein sorting 45 homolog
7958152	2.48e-05	5.80e-06	4.680558	2.8859973	0.5894059	PGAM4///PGAM1	phosphoglycerate mutase family member 4///phosphoglycerate mutase 1
8113220	2.48e-05	5.80e-06	-4.680504	2.885774	-1.0112662	ELL2	elongation factor for RNA polymerase II 2
8138030	2.48e-05	5.80e-06	4.680491	2.8857182	0.4733788	PMS2	PMS1 homolog 2, mismatch repair system component
7991047	2.48e-05	5.81e-06	4.680042	2.8838539	0.7661244	LOC100131860	uncharacterized LOC100131860
7992828	2.48e-05	5.82e-06	-4.67984	2.8830153	-1.3414518	IL32	interleukin 32
8029076	2.49e-05	5.84e-06	-4.678863	2.878954	-0.7386658	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21
8138670	2.50e-05	5.85e-06	4.67854	2.8776111	0.4217593	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
7912162	2.50e-05	5.85e-06	-4.678397	2.8770146	-0.3540094		
8110382	2.51e-05	5.87e-06	-4.677659	2.8739492	-0.2852039	PRR7	proline rich 7 (synaptic)
8019545	2.51e-05	5.88e-06	4.677473	2.873178	0.7511387	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
7895734	2.51e-05	5.89e-06	-4.676969	2.8710817	-0.8442071		
8046428	2.51e-05	5.89e-06	4.676942	2.8709704	0.5799411	RAPGEF4	Rap guanine nucleotide exchange factor 4
7900911	2.51e-05	5.89e-06	4.676937	2.8709506	0.5439292	DPH2	DPH2 homolog
8161044	2.51e-05	5.89e-06	4.676826	2.8704875	0.7212556	TPM2	tropomyosin 2 (beta)
7895787	2.52e-05	5.91e-06	4.676331	2.8684321	1.1772008		
7935146	2.52e-05	5.91e-06	4.676033	2.867196	0.9110442	NOC3L	NOC3 like DNA replication regulator
7895147	2.52e-05	5.92e-06	4.675671	2.86569	0.5356979		
7935990	2.53e-05	5.93e-06	-4.675302	2.8641559	-0.3005913	PSD	pleckstrin and Sec7 domain containing
8080084	2.53e-05	5.93e-06	4.675254	2.8639595	0.5235525	MANF	mesencephalic astrocyte derived neurotrophic factor
7927595	2.53e-05	5.93e-06	-4.675246	2.8639262	-0.3017107		
7982375	2.53e-05	5.94e-06	4.67515	2.8635256	0.3574223		
8014241	2.54e-05	5.96e-06	-4.674363	2.8602565	-0.8491295	SLFN12	schlafen family member 12
8109194	2.54e-05	5.97e-06	4.673852	2.858134	0.598037	SLC26A2	solute carrier family 26 member 2
7950796	2.55e-05	5.98e-06	4.673482	2.856598	0.6577986	CREBZF	CREB/ATF bZIP transcription factor
7975457	2.57e-05	6.03e-06	-4.671554	2.8485948	-0.7737549		
8027860	2.57e-05	6.03e-06	-4.671505	2.8483933	-0.4881727	FFAR3	free fatty acid receptor 3
8117746	2.57e-05	6.05e-06	-4.67075	2.8452574	-0.5156853	SNORD32B	small nucleolar RNA, C/D box 32B
8031690	2.58e-05	6.05e-06	-4.670582	2.8445588	-0.4745507	ZNF264	zinc finger protein 264
7893431	2.58e-05	6.06e-06	4.670541	2.8443894	0.5025938		
8081254	2.58e-05	6.06e-06	4.670318	2.843464	0.5679912		
7896311	2.58e-05	6.06e-06	4.670238	2.8431328	0.9189115		
7925048	2.59e-05	6.08e-06	-4.669624	2.8405863	-0.7192245	EGLN1	egl-9 family hypoxia inducible factor 1
7992646	2.59e-05	6.08e-06	-4.66948	2.8399865	-0.5296063	ATP6V0C	ATPase H+ transporting V0 subunit c
7895832	2.59e-05	6.09e-06	4.6691	2.8384114	0.5564882		
7969286	2.59e-05	6.10e-06	4.668756	2.8369854	0.3235531		
8020779	2.60e-05	6.11e-06	4.668636	2.8364856	1.367645	DSG2	desmoglein 2
8167369	2.60e-05	6.11e-06	4.668485	2.8358583	0.2868741	HDAC6	histone deacetylase 6
8174737	2.60e-05	6.11e-06	-4.66844	2.8356717	-0.4113911	NKAP	NFKB activating protein
8108217	2.61e-05	6.14e-06	-4.667197	2.8305142	-1.083721	TGFBI	transforming growth factor beta induced
7896427	2.61e-05	6.14e-06	-4.667167	2.8303894	-0.4826566		
8025255	2.63e-05	6.18e-06	-4.665793	2.8246913	-0.6403361	STXBP2	syntaxin binding protein 2
7919405	2.63e-05	6.19e-06	-4.665604	2.8239107	-0.7565362		
8049684	2.63e-05	6.19e-06	-4.665562	2.8237333	-0.3014756	DUSP28	dual specificity phosphatase 28
7912292	2.63e-05	6.19e-06	4.665548	2.8236746	0.4811855	LZIC	leucine zipper and CTNNBIP1 domain containing
8150276	2.63e-05	6.19e-06	-4.665308	2.8226825	-0.7097733	PLPP5	phospholipid phosphatase 5
8023990	2.63e-05	6.20e-06	-4.665236	2.8223815	-0.3379416	FGF22///FGF22	fibroblast growth factor 22///fibroblast growth factor 22
7893921	2.64e-05	6.21e-06	4.66475	2.8203687	0.6814411		
7968199	2.66e-05	6.26e-06	4.662917	2.8127699	0.5534456	CDK8///ADRA1B	cyclin dependent kinase 8///adrenoceptor alpha 1B
7958950	2.66e-05	6.26e-06	4.662801	2.8122865	0.5034134	RITA1	RBPJ interacting and tubulin associated 1
8128549	2.66e-05	6.27e-06	4.662638	2.8116141	0.4738361		
8103922	2.66e-05	6.28e-06	4.662252	2.8100104	0.5380781	CASP3	caspase 3
8008991	2.67e-05	6.28e-06	-4.661955	2.8087815	-0.3616343		
8033754	2.67e-05	6.28e-06	-4.661941	2.8087213	-0.4128363	ZNF266	zinc finger protein 266
7895798	2.67e-05	6.29e-06	-4.661795	2.808117	-0.9088206		
